# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
454           	smoothSolver	1.643800e-04	1.297180e-05	8	1.372060e-03	1.114290e-04	7	9.572080e-04	7.887910e-05	7	false	GAMG	9.777520e-04	5.745620e-06	4	true
455           	smoothSolver	1.634530e-04	1.282290e-05	8	1.352830e-03	1.091220e-04	7	9.577420e-04	7.823780e-05	7	false	GAMG	9.752800e-04	5.977960e-06	4	true
456           	smoothSolver	1.623560e-04	1.261170e-05	8	1.332210e-03	1.064530e-04	7	9.555200e-04	7.714100e-05	7	false	GAMG	9.800490e-04	5.999590e-06	4	true
457           	smoothSolver	1.608780e-04	1.238940e-05	8	1.313290e-03	1.040010e-04	7	9.543430e-04	7.568440e-05	7	false	GAMG	9.899810e-04	5.766810e-06	4	true
458           	smoothSolver	1.594590e-04	1.218470e-05	8	1.303260e-03	1.019820e-04	7	9.554040e-04	7.378940e-05	7	false	GAMG	1.000220e-03	5.411880e-06	4	true
459           	smoothSolver	1.582190e-04	1.201420e-05	8	1.295290e-03	1.004840e-04	7	9.550250e-04	7.192390e-05	7	false	GAMG	1.007480e-03	5.038010e-06	4	true
460           	smoothSolver	1.576170e-04	1.188940e-05	8	1.293980e-03	9.925100e-05	7	9.525530e-04	7.027940e-05	7	false	GAMG	1.011300e-03	4.786000e-06	4	true
461           	smoothSolver	1.586550e-04	1.580430e-05	7	1.304070e-03	9.880960e-05	7	9.549600e-04	9.524610e-05	6	false	GAMG	1.016890e-03	4.662400e-06	4	true
462           	smoothSolver	1.602690e-04	1.595780e-05	7	1.313820e-03	9.845800e-05	7	9.612250e-04	9.603130e-05	6	false	GAMG	1.024980e-03	4.907650e-06	4	true
463           	smoothSolver	1.626060e-04	1.619370e-05	7	1.327650e-03	9.971390e-05	7	9.730830e-04	7.189390e-05	7	false	GAMG	1.032750e-03	5.350020e-06	4	true
464           	smoothSolver	1.657890e-04	1.648080e-05	7	1.349370e-03	1.022090e-04	7	9.850810e-04	7.349150e-05	7	false	GAMG	1.040590e-03	5.648040e-06	4	true
465           	smoothSolver	1.687950e-04	1.676780e-05	7	1.378300e-03	1.053190e-04	7	1.006840e-03	7.533510e-05	7	false	GAMG	1.055200e-03	5.872610e-06	4	true
466           	smoothSolver	1.719030e-04	1.706280e-05	7	1.413930e-03	1.088040e-04	7	1.031190e-03	7.786950e-05	7	false	GAMG	1.079890e-03	6.082190e-06	4	true
467           	smoothSolver	1.751770e-04	1.745370e-05	7	1.456180e-03	1.125500e-04	7	1.059770e-03	8.127220e-05	7	false	GAMG	1.106020e-03	6.184970e-06	4	true
468           	smoothSolver	1.787030e-04	1.346140e-05	8	1.492700e-03	1.158590e-04	7	1.087850e-03	8.436680e-05	7	false	GAMG	1.131570e-03	6.459620e-06	4	true
469           	smoothSolver	1.814020e-04	1.380780e-05	8	1.520180e-03	1.192300e-04	7	1.110630e-03	8.643540e-05	7	false	GAMG	1.149120e-03	6.788030e-06	4	true
470           	smoothSolver	1.843230e-04	1.414570e-05	8	1.536950e-03	1.220630e-04	7	1.117930e-03	8.698820e-05	7	false	GAMG	1.160190e-03	6.911440e-06	4	true
471           	smoothSolver	1.876630e-04	1.449110e-05	8	1.547960e-03	1.252520e-04	7	1.114410e-03	8.663640e-05	7	false	GAMG	1.165180e-03	6.714020e-06	4	true
472           	smoothSolver	1.909500e-04	1.492310e-05	8	1.556380e-03	1.275970e-04	7	1.103330e-03	8.588970e-05	7	false	GAMG	1.164240e-03	6.533870e-06	4	true
473           	smoothSolver	1.941660e-04	1.537080e-05	8	1.560440e-03	1.286900e-04	7	1.090870e-03	8.517480e-05	7	false	GAMG	1.155030e-03	6.408520e-06	4	true
474           	smoothSolver	1.965810e-04	1.574200e-05	8	1.553530e-03	1.279120e-04	7	1.079540e-03	8.453430e-05	7	false	GAMG	1.144620e-03	6.169830e-06	4	true
475           	smoothSolver	1.981980e-04	1.608180e-05	8	1.539320e-03	1.262080e-04	7	1.068260e-03	8.387130e-05	7	false	GAMG	1.131240e-03	5.833470e-06	4	true
476           	smoothSolver	1.978670e-04	1.633340e-05	8	1.517410e-03	1.242620e-04	7	1.053340e-03	8.265330e-05	7	false	GAMG	1.113740e-03	5.374080e-06	4	true
477           	smoothSolver	1.955950e-04	1.641850e-05	8	1.489310e-03	1.229060e-04	7	1.027680e-03	8.075820e-05	7	false	GAMG	1.093680e-03	4.958720e-06	4	true
478           	smoothSolver	1.922190e-04	1.639330e-05	8	1.459520e-03	1.218500e-04	7	1.001290e-03	7.867610e-05	7	false	GAMG	1.070080e-03	4.784700e-06	4	true
479           	smoothSolver	1.884900e-04	1.636420e-05	8	1.431440e-03	1.208340e-04	7	9.802530e-04	7.738580e-05	7	false	GAMG	1.046770e-03	4.758010e-06	4	true
480           	smoothSolver	1.846300e-04	1.636230e-05	8	1.407300e-03	1.196680e-04	7	9.623140e-04	7.642470e-05	7	false	GAMG	1.025450e-03	4.777620e-06	4	true
481           	smoothSolver	1.808090e-04	1.637180e-05	8	1.392180e-03	1.186760e-04	7	9.487280e-04	7.563260e-05	7	false	GAMG	1.006970e-03	4.755480e-06	4	true
482           	smoothSolver	1.779360e-04	1.628240e-05	8	1.387260e-03	1.180450e-04	7	9.366640e-04	7.463260e-05	7	false	GAMG	9.887690e-04	4.760200e-06	4	true
483           	smoothSolver	1.756360e-04	1.607400e-05	8	1.386450e-03	1.172830e-04	7	9.245160e-04	7.377540e-05	7	false	GAMG	9.682130e-04	4.765880e-06	4	true
484           	smoothSolver	1.736200e-04	1.573640e-05	8	1.378900e-03	1.158410e-04	7	9.109030e-04	7.292730e-05	7	false	GAMG	9.471300e-04	4.779410e-06	4	true
485           	smoothSolver	1.713430e-04	1.535840e-05	8	1.360880e-03	1.129530e-04	7	8.991570e-04	7.192390e-05	7	false	GAMG	9.294330e-04	4.800300e-06	4	true
486           	smoothSolver	1.696720e-04	1.491660e-05	8	1.342330e-03	1.091290e-04	7	8.849520e-04	7.086320e-05	7	false	GAMG	9.196270e-04	4.762350e-06	4	true
487           	smoothSolver	1.677800e-04	1.448650e-05	8	1.325560e-03	1.058850e-04	7	8.724410e-04	6.988430e-05	7	false	GAMG	9.151480e-04	4.658190e-06	4	true
488           	smoothSolver	1.658370e-04	1.400900e-05	8	1.311100e-03	1.034890e-04	7	8.648620e-04	6.890030e-05	7	false	GAMG	9.102200e-04	4.528480e-06	4	true
489           	smoothSolver	1.634560e-04	1.352270e-05	8	1.296680e-03	1.017760e-04	7	8.558820e-04	6.819270e-05	7	false	GAMG	9.060470e-04	4.464230e-06	4	true
490           	smoothSolver	1.607770e-04	1.301230e-05	8	1.280180e-03	9.996070e-05	7	8.484230e-04	6.774060e-05	7	false	GAMG	9.032290e-04	4.410050e-06	4	true
491           	smoothSolver	1.569670e-04	1.249680e-05	8	1.266240e-03	9.810810e-05	7	8.431700e-04	6.719280e-05	7	false	GAMG	9.027200e-04	4.345320e-06	4	true
492           	smoothSolver	1.521760e-04	1.195360e-05	8	1.251050e-03	9.597310e-05	7	8.372960e-04	6.657910e-05	7	false	GAMG	9.017330e-04	4.260890e-06	4	true
493           	smoothSolver	1.468950e-04	1.143810e-05	8	1.228290e-03	9.368140e-05	7	8.265970e-04	6.555270e-05	7	false	GAMG	8.976030e-04	4.176890e-06	4	true
494           	smoothSolver	1.414370e-04	1.095100e-05	8	1.205540e-03	9.137140e-05	7	8.170860e-04	6.438760e-05	7	false	GAMG	8.911820e-04	4.085080e-06	4	true
495           	smoothSolver	1.363310e-04	1.048960e-05	8	1.186450e-03	8.916060e-05	7	8.043040e-04	6.297520e-05	7	false	GAMG	8.817430e-04	3.900070e-06	4	true
496           	smoothSolver	1.319960e-04	1.012540e-05	8	1.169090e-03	8.730820e-05	7	7.947080e-04	6.172090e-05	7	false	GAMG	8.712390e-04	3.626460e-06	4	true
497           	smoothSolver	1.285930e-04	9.896690e-06	8	1.158030e-03	8.680650e-05	7	7.859070e-04	6.077620e-05	7	false	GAMG	8.614810e-04	3.435850e-06	4	true
498           	smoothSolver	1.266120e-04	9.816410e-06	8	1.152240e-03	8.760850e-05	7	7.824290e-04	6.039830e-05	7	false	GAMG	8.518280e-04	3.409180e-06	4	true
499           	smoothSolver	1.259750e-04	9.778890e-06	8	1.149790e-03	8.884990e-05	7	7.834250e-04	6.062620e-05	7	false	GAMG	8.455370e-04	3.543580e-06	4	true
500           	smoothSolver	1.261390e-04	9.811130e-06	8	1.145480e-03	9.009500e-05	7	7.833620e-04	6.103260e-05	7	false	GAMG	8.423950e-04	3.756900e-06	4	true
