# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
383           	2.348227e-03	1.203025e-03	1.145202e-03	8.957064e-04	9.306238e-04	-3.491735e-05	4.827706e-04	2.891187e-05	-5.485136e-05	-6.428237e-05	-8.699254e-05	2.271017e-05
384           	2.347712e-03	1.202697e-03	1.145014e-03	8.947824e-04	9.296865e-04	-3.490400e-05	4.822952e-04	2.884139e-05	-5.478106e-05	-6.435046e-05	-8.695629e-05	2.260583e-05
385           	2.348227e-03	1.203025e-03	1.145202e-03	8.957062e-04	9.306236e-04	-3.491735e-05	4.827705e-04	2.891185e-05	-5.485136e-05	-6.428237e-05	-8.699255e-05	2.271017e-05
386           	2.347712e-03	1.202697e-03	1.145014e-03	8.947824e-04	9.296864e-04	-3.490400e-05	4.822952e-04	2.884139e-05	-5.478106e-05	-6.435046e-05	-8.695629e-05	2.260583e-05
387           	2.348227e-03	1.203026e-03	1.145202e-03	8.957066e-04	9.306240e-04	-3.491736e-05	4.827707e-04	2.891188e-05	-5.485131e-05	-6.428247e-05	-8.699254e-05	2.271008e-05
388           	2.347712e-03	1.202697e-03	1.145014e-03	8.947824e-04	9.296864e-04	-3.490400e-05	4.822952e-04	2.884139e-05	-5.478110e-05	-6.435038e-05	-8.695629e-05	2.260591e-05
389           	2.348228e-03	1.203026e-03	1.145202e-03	8.957063e-04	9.306237e-04	-3.491736e-05	4.827705e-04	2.891186e-05	-5.485132e-05	-6.428245e-05	-8.699255e-05	2.271010e-05
390           	2.347711e-03	1.202697e-03	1.145014e-03	8.947821e-04	9.296861e-04	-3.490399e-05	4.822951e-04	2.884138e-05	-5.478109e-05	-6.435038e-05	-8.695628e-05	2.260590e-05
391           	2.348228e-03	1.203026e-03	1.145202e-03	8.957066e-04	9.306239e-04	-3.491736e-05	4.827707e-04	2.891188e-05	-5.485129e-05	-6.428253e-05	-8.699255e-05	2.271002e-05
392           	2.347711e-03	1.202697e-03	1.145014e-03	8.947823e-04	9.296863e-04	-3.490400e-05	4.822951e-04	2.884139e-05	-5.478112e-05	-6.435033e-05	-8.695629e-05	2.260596e-05
393           	2.348228e-03	1.203026e-03	1.145202e-03	8.957066e-04	9.306239e-04	-3.491736e-05	4.827707e-04	2.891187e-05	-5.485128e-05	-6.428255e-05	-8.699255e-05	2.271000e-05
394           	2.347711e-03	1.202697e-03	1.145014e-03	8.947820e-04	9.296860e-04	-3.490399e-05	4.822950e-04	2.884137e-05	-5.478113e-05	-6.435029e-05	-8.695628e-05	2.260599e-05
395           	2.348228e-03	1.203026e-03	1.145202e-03	8.957065e-04	9.306239e-04	-3.491736e-05	4.827706e-04	2.891187e-05	-5.485127e-05	-6.428257e-05	-8.699256e-05	2.270998e-05
396           	2.347711e-03	1.202697e-03	1.145014e-03	8.947820e-04	9.296860e-04	-3.490399e-05	4.822950e-04	2.884138e-05	-5.478114e-05	-6.435028e-05	-8.695628e-05	2.260599e-05
397           	2.348228e-03	1.203026e-03	1.145202e-03	8.957068e-04	9.306242e-04	-3.491736e-05	4.827708e-04	2.891189e-05	-5.485123e-05	-6.428264e-05	-8.699255e-05	2.270991e-05
398           	2.347711e-03	1.202697e-03	1.145014e-03	8.947820e-04	9.296860e-04	-3.490399e-05	4.822950e-04	2.884138e-05	-5.478117e-05	-6.435022e-05	-8.695628e-05	2.260606e-05
399           	2.348228e-03	1.203026e-03	1.145202e-03	8.957065e-04	9.306239e-04	-3.491736e-05	4.827706e-04	2.891186e-05	-5.485124e-05	-6.428263e-05	-8.699256e-05	2.270993e-05
400           	2.347711e-03	1.202697e-03	1.145014e-03	8.947818e-04	9.296858e-04	-3.490399e-05	4.822949e-04	2.884137e-05	-5.478116e-05	-6.435022e-05	-8.695627e-05	2.260605e-05
401           	2.348228e-03	1.203026e-03	1.145202e-03	8.957068e-04	9.306242e-04	-3.491737e-05	4.827708e-04	2.891189e-05	-5.485121e-05	-6.428271e-05	-8.699256e-05	2.270985e-05
402           	2.347711e-03	1.202697e-03	1.145014e-03	8.947819e-04	9.296859e-04	-3.490399e-05	4.822949e-04	2.884137e-05	-5.478119e-05	-6.435017e-05	-8.695628e-05	2.260611e-05
403           	2.348228e-03	1.203026e-03	1.145202e-03	8.957067e-04	9.306241e-04	-3.491737e-05	4.827707e-04	2.891187e-05	-5.485120e-05	-6.428272e-05	-8.699256e-05	2.270985e-05
404           	2.347711e-03	1.202697e-03	1.145014e-03	8.947817e-04	9.296857e-04	-3.490398e-05	4.822948e-04	2.884136e-05	-5.478119e-05	-6.435015e-05	-8.695627e-05	2.260612e-05
405           	2.348228e-03	1.203026e-03	1.145202e-03	8.957068e-04	9.306241e-04	-3.491737e-05	4.827708e-04	2.891188e-05	-5.485119e-05	-6.428275e-05	-8.699257e-05	2.270982e-05
406           	2.347711e-03	1.202697e-03	1.145014e-03	8.947817e-04	9.296857e-04	-3.490398e-05	4.822948e-04	2.884137e-05	-5.478121e-05	-6.435013e-05	-8.695627e-05	2.260614e-05
407           	2.348228e-03	1.203026e-03	1.145202e-03	8.957070e-04	9.306243e-04	-3.491737e-05	4.827708e-04	2.891189e-05	-5.485117e-05	-6.428280e-05	-8.699256e-05	2.270977e-05
408           	2.347710e-03	1.202697e-03	1.145014e-03	8.947816e-04	9.296856e-04	-3.490398e-05	4.822948e-04	2.884136e-05	-5.478123e-05	-6.435008e-05	-8.695627e-05	2.260619e-05
409           	2.348229e-03	1.203026e-03	1.145202e-03	8.957068e-04	9.306241e-04	-3.491737e-05	4.827708e-04	2.891187e-05	-5.485117e-05	-6.428280e-05	-8.699257e-05	2.270977e-05
410           	2.347710e-03	1.202697e-03	1.145014e-03	8.947815e-04	9.296855e-04	-3.490398e-05	4.822947e-04	2.884136e-05	-5.478122e-05	-6.435008e-05	-8.695626e-05	2.260618e-05
411           	2.348229e-03	1.203026e-03	1.145202e-03	8.957070e-04	9.306244e-04	-3.491737e-05	4.827709e-04	2.891189e-05	-5.485114e-05	-6.428286e-05	-8.699257e-05	2.270971e-05
412           	2.347710e-03	1.202697e-03	1.145014e-03	8.947816e-04	9.296855e-04	-3.490398e-05	4.822948e-04	2.884136e-05	-5.478125e-05	-6.435003e-05	-8.695627e-05	2.260624e-05
413           	2.348229e-03	1.203026e-03	1.145203e-03	8.957069e-04	9.306243e-04	-3.491737e-05	4.827708e-04	2.891188e-05	-5.485114e-05	-6.428286e-05	-8.699257e-05	2.270971e-05
414           	2.347710e-03	1.202696e-03	1.145014e-03	8.947814e-04	9.296853e-04	-3.490398e-05	4.822947e-04	2.884135e-05	-5.478125e-05	-6.435002e-05	-8.695626e-05	2.260624e-05
415           	2.348229e-03	1.203026e-03	1.145203e-03	8.957070e-04	9.306244e-04	-3.491738e-05	4.827709e-04	2.891189e-05	-5.485112e-05	-6.428290e-05	-8.699257e-05	2.270967e-05
416           	2.347710e-03	1.202696e-03	1.145014e-03	8.947814e-04	9.296854e-04	-3.490398e-05	4.822947e-04	2.884136e-05	-5.478127e-05	-6.435000e-05	-8.695626e-05	2.260627e-05
417           	2.348229e-03	1.203026e-03	1.145203e-03	8.957071e-04	9.306245e-04	-3.491738e-05	4.827709e-04	2.891189e-05	-5.485111e-05	-6.428293e-05	-8.699257e-05	2.270964e-05
418           	2.347710e-03	1.202696e-03	1.145014e-03	8.947813e-04	9.296853e-04	-3.490398e-05	4.822946e-04	2.884135e-05	-5.478128e-05	-6.434996e-05	-8.695626e-05	2.260630e-05
419           	2.348229e-03	1.203026e-03	1.145203e-03	8.957070e-04	9.306243e-04	-3.491738e-05	4.827709e-04	2.891188e-05	-5.485111e-05	-6.428294e-05	-8.699258e-05	2.270964e-05
420           	2.347710e-03	1.202696e-03	1.145014e-03	8.947812e-04	9.296852e-04	-3.490397e-05	4.822946e-04	2.884135e-05	-5.478128e-05	-6.434996e-05	-8.695626e-05	2.260630e-05
421           	2.348229e-03	1.203026e-03	1.145203e-03	8.957072e-04	9.306246e-04	-3.491738e-05	4.827710e-04	2.891190e-05	-5.485108e-05	-6.428299e-05	-8.699258e-05	2.270958e-05
422           	2.347710e-03	1.202696e-03	1.145014e-03	8.947813e-04	9.296853e-04	-3.490397e-05	4.822946e-04	2.884135e-05	-5.478130e-05	-6.434991e-05	-8.695626e-05	2.260635e-05
423           	2.348229e-03	1.203026e-03	1.145203e-03	8.957070e-04	9.306244e-04	-3.491738e-05	4.827709e-04	2.891188e-05	-5.485109e-05	-6.428299e-05	-8.699258e-05	2.270959e-05
424           	2.347710e-03	1.202696e-03	1.145014e-03	8.947811e-04	9.296851e-04	-3.490397e-05	4.822945e-04	2.884134e-05	-5.478130e-05	-6.434991e-05	-8.695625e-05	2.260635e-05
425           	2.348229e-03	1.203027e-03	1.145203e-03	8.957072e-04	9.306246e-04	-3.491738e-05	4.827710e-04	2.891189e-05	-5.485106e-05	-6.428303e-05	-8.699258e-05	2.270955e-05
426           	2.347710e-03	1.202696e-03	1.145014e-03	8.947812e-04	9.296851e-04	-3.490397e-05	4.822946e-04	2.884135e-05	-5.478132e-05	-6.434988e-05	-8.695626e-05	2.260638e-05
427           	2.348229e-03	1.203027e-03	1.145203e-03	8.957072e-04	9.306246e-04	-3.491738e-05	4.827710e-04	2.891189e-05	-5.485106e-05	-6.428305e-05	-8.699258e-05	2.270953e-05
428           	2.347710e-03	1.202696e-03	1.145013e-03	8.947811e-04	9.296850e-04	-3.490397e-05	4.822945e-04	2.884134e-05	-5.478133e-05	-6.434985e-05	-8.695625e-05	2.260640e-05
429           	2.348229e-03	1.203027e-03	1.145203e-03	8.957072e-04	9.306245e-04	-3.491738e-05	4.827710e-04	2.891189e-05	-5.485105e-05	-6.428306e-05	-8.699258e-05	2.270952e-05
430           	2.347710e-03	1.202696e-03	1.145013e-03	8.947810e-04	9.296850e-04	-3.490397e-05	4.822945e-04	2.884134e-05	-5.478133e-05	-6.434984e-05	-8.695625e-05	2.260641e-05
431           	2.348229e-03	1.203027e-03	1.145203e-03	8.957073e-04	9.306247e-04	-3.491738e-05	4.827710e-04	2.891190e-05	-5.485103e-05	-6.428311e-05	-8.699258e-05	2.270948e-05
432           	2.347710e-03	1.202696e-03	1.145013e-03	8.947810e-04	9.296850e-04	-3.490397e-05	4.822945e-04	2.884134e-05	-5.478135e-05	-6.434981e-05	-8.695625e-05	2.260645e-05
433           	2.348230e-03	1.203027e-03	1.145203e-03	8.957072e-04	9.306246e-04	-3.491738e-05	4.827710e-04	2.891189e-05	-5.485103e-05	-6.428310e-05	-8.699259e-05	2.270948e-05
434           	2.347709e-03	1.202696e-03	1.145013e-03	8.947809e-04	9.296849e-04	-3.490397e-05	4.822944e-04	2.884134e-05	-5.478134e-05	-6.434980e-05	-8.695625e-05	2.260644e-05
435           	2.348230e-03	1.203027e-03	1.145203e-03	8.957073e-04	9.306247e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485101e-05	-6.428315e-05	-8.699259e-05	2.270944e-05
436           	2.347709e-03	1.202696e-03	1.145013e-03	8.947809e-04	9.296849e-04	-3.490397e-05	4.822944e-04	2.884134e-05	-5.478136e-05	-6.434977e-05	-8.695625e-05	2.260648e-05
437           	2.348230e-03	1.203027e-03	1.145203e-03	8.957073e-04	9.306247e-04	-3.491739e-05	4.827710e-04	2.891189e-05	-5.485101e-05	-6.428316e-05	-8.699259e-05	2.270943e-05
438           	2.347709e-03	1.202696e-03	1.145013e-03	8.947808e-04	9.296848e-04	-3.490396e-05	4.822944e-04	2.884134e-05	-5.478137e-05	-6.434976e-05	-8.695625e-05	2.260649e-05
439           	2.348230e-03	1.203027e-03	1.145203e-03	8.957073e-04	9.306247e-04	-3.491739e-05	4.827710e-04	2.891189e-05	-5.485100e-05	-6.428317e-05	-8.699259e-05	2.270942e-05
440           	2.347709e-03	1.202696e-03	1.145013e-03	8.947808e-04	9.296848e-04	-3.490396e-05	4.822944e-04	2.884134e-05	-5.478137e-05	-6.434975e-05	-8.695625e-05	2.260650e-05
441           	2.348230e-03	1.203027e-03	1.145203e-03	8.957074e-04	9.306248e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485099e-05	-6.428321e-05	-8.699259e-05	2.270938e-05
442           	2.347709e-03	1.202696e-03	1.145013e-03	8.947808e-04	9.296848e-04	-3.490396e-05	4.822944e-04	2.884134e-05	-5.478139e-05	-6.434972e-05	-8.695625e-05	2.260653e-05
443           	2.348230e-03	1.203027e-03	1.145203e-03	8.957073e-04	9.306247e-04	-3.491739e-05	4.827711e-04	2.891189e-05	-5.485099e-05	-6.428321e-05	-8.699259e-05	2.270939e-05
444           	2.347709e-03	1.202696e-03	1.145013e-03	8.947807e-04	9.296847e-04	-3.490396e-05	4.822943e-04	2.884133e-05	-5.478138e-05	-6.434971e-05	-8.695624e-05	2.260653e-05
445           	2.348230e-03	1.203027e-03	1.145203e-03	8.957075e-04	9.306249e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485097e-05	-6.428324e-05	-8.699259e-05	2.270935e-05
446           	2.347709e-03	1.202696e-03	1.145013e-03	8.947807e-04	9.296847e-04	-3.490396e-05	4.822943e-04	2.884134e-05	-5.478140e-05	-6.434969e-05	-8.695624e-05	2.260656e-05
447           	2.348230e-03	1.203027e-03	1.145203e-03	8.957074e-04	9.306248e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485097e-05	-6.428325e-05	-8.699259e-05	2.270935e-05
448           	2.347709e-03	1.202696e-03	1.145013e-03	8.947806e-04	9.296846e-04	-3.490396e-05	4.822943e-04	2.884133e-05	-5.478140e-05	-6.434968e-05	-8.695624e-05	2.260656e-05
449           	2.348230e-03	1.203027e-03	1.145203e-03	8.957075e-04	9.306249e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485096e-05	-6.428327e-05	-8.699260e-05	2.270932e-05
450           	2.347709e-03	1.202696e-03	1.145013e-03	8.947807e-04	9.296846e-04	-3.490396e-05	4.822943e-04	2.884133e-05	-5.478141e-05	-6.434966e-05	-8.695624e-05	2.260658e-05
451           	2.348230e-03	1.203027e-03	1.145203e-03	8.957075e-04	9.306249e-04	-3.491739e-05	4.827712e-04	2.891190e-05	-5.485095e-05	-6.428329e-05	-8.699260e-05	2.270930e-05
452           	2.347709e-03	1.202696e-03	1.145013e-03	8.947806e-04	9.296846e-04	-3.490396e-05	4.822943e-04	2.884133e-05	-5.478142e-05	-6.434964e-05	-8.695624e-05	2.260660e-05
453           	2.348230e-03	1.203027e-03	1.145203e-03	8.957075e-04	9.306248e-04	-3.491739e-05	4.827711e-04	2.891190e-05	-5.485095e-05	-6.428330e-05	-8.699260e-05	2.270930e-05
454           	2.347709e-03	1.202696e-03	1.145013e-03	8.947805e-04	9.296845e-04	-3.490396e-05	4.822942e-04	2.884133e-05	-5.478142e-05	-6.434963e-05	-8.695624e-05	2.260660e-05
455           	2.348230e-03	1.203027e-03	1.145203e-03	8.957076e-04	9.306250e-04	-3.491739e-05	4.827712e-04	2.891191e-05	-5.485093e-05	-6.428333e-05	-8.699260e-05	2.270927e-05
456           	2.347709e-03	1.202696e-03	1.145013e-03	8.947806e-04	9.296845e-04	-3.490396e-05	4.822942e-04	2.884133e-05	-5.478143e-05	-6.434961e-05	-8.695624e-05	2.260663e-05
457           	2.348230e-03	1.203027e-03	1.145203e-03	8.957075e-04	9.306249e-04	-3.491739e-05	4.827712e-04	2.891190e-05	-5.485093e-05	-6.428333e-05	-8.699260e-05	2.270927e-05
458           	2.347709e-03	1.202696e-03	1.145013e-03	8.947805e-04	9.296844e-04	-3.490396e-05	4.822942e-04	2.884132e-05	-5.478143e-05	-6.434960e-05	-8.695623e-05	2.260663e-05
459           	2.348230e-03	1.203027e-03	1.145203e-03	8.957076e-04	9.306250e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485092e-05	-6.428336e-05	-8.699260e-05	2.270924e-05
460           	2.347709e-03	1.202696e-03	1.145013e-03	8.947805e-04	9.296844e-04	-3.490396e-05	4.822942e-04	2.884133e-05	-5.478144e-05	-6.434959e-05	-8.695624e-05	2.260665e-05
461           	2.348230e-03	1.203027e-03	1.145203e-03	8.957076e-04	9.306250e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485092e-05	-6.428337e-05	-8.699260e-05	2.270923e-05
462           	2.347709e-03	1.202696e-03	1.145013e-03	8.947804e-04	9.296844e-04	-3.490396e-05	4.822942e-04	2.884132e-05	-5.478145e-05	-6.434957e-05	-8.695623e-05	2.260667e-05
463           	2.348230e-03	1.203027e-03	1.145203e-03	8.957076e-04	9.306250e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485091e-05	-6.428338e-05	-8.699260e-05	2.270922e-05
464           	2.347709e-03	1.202696e-03	1.145013e-03	8.947804e-04	9.296844e-04	-3.490395e-05	4.822942e-04	2.884132e-05	-5.478145e-05	-6.434956e-05	-8.695623e-05	2.260667e-05
465           	2.348230e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827712e-04	2.891191e-05	-5.485090e-05	-6.428340e-05	-8.699260e-05	2.270920e-05
466           	2.347709e-03	1.202696e-03	1.145013e-03	8.947804e-04	9.296844e-04	-3.490395e-05	4.822942e-04	2.884132e-05	-5.478146e-05	-6.434954e-05	-8.695623e-05	2.260669e-05
467           	2.348231e-03	1.203027e-03	1.145203e-03	8.957076e-04	9.306250e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485090e-05	-6.428340e-05	-8.699260e-05	2.270920e-05
468           	2.347709e-03	1.202696e-03	1.145013e-03	8.947803e-04	9.296843e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478146e-05	-6.434954e-05	-8.695623e-05	2.260669e-05
469           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827712e-04	2.891191e-05	-5.485089e-05	-6.428343e-05	-8.699260e-05	2.270918e-05
470           	2.347709e-03	1.202696e-03	1.145013e-03	8.947803e-04	9.296843e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478147e-05	-6.434952e-05	-8.695623e-05	2.260671e-05
471           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827712e-04	2.891191e-05	-5.485089e-05	-6.428344e-05	-8.699260e-05	2.270917e-05
472           	2.347708e-03	1.202696e-03	1.145013e-03	8.947803e-04	9.296842e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478148e-05	-6.434951e-05	-8.695623e-05	2.260672e-05
473           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485088e-05	-6.428345e-05	-8.699261e-05	2.270916e-05
474           	2.347708e-03	1.202696e-03	1.145013e-03	8.947803e-04	9.296842e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478148e-05	-6.434950e-05	-8.695623e-05	2.260673e-05
475           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485087e-05	-6.428347e-05	-8.699261e-05	2.270914e-05
476           	2.347708e-03	1.202696e-03	1.145013e-03	8.947803e-04	9.296842e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478149e-05	-6.434948e-05	-8.695623e-05	2.260675e-05
477           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827712e-04	2.891190e-05	-5.485087e-05	-6.428347e-05	-8.699261e-05	2.270914e-05
478           	2.347708e-03	1.202696e-03	1.145013e-03	8.947802e-04	9.296842e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478149e-05	-6.434948e-05	-8.695623e-05	2.260675e-05
479           	2.348231e-03	1.203027e-03	1.145203e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485086e-05	-6.428349e-05	-8.699261e-05	2.270912e-05
480           	2.347708e-03	1.202696e-03	1.145013e-03	8.947802e-04	9.296842e-04	-3.490395e-05	4.822941e-04	2.884132e-05	-5.478150e-05	-6.434946e-05	-8.695623e-05	2.260677e-05
481           	2.348231e-03	1.203027e-03	1.145203e-03	8.957077e-04	9.306251e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485086e-05	-6.428350e-05	-8.699261e-05	2.270911e-05
482           	2.347708e-03	1.202695e-03	1.145013e-03	8.947802e-04	9.296841e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478150e-05	-6.434946e-05	-8.695623e-05	2.260677e-05
483           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485085e-05	-6.428351e-05	-8.699261e-05	2.270910e-05
484           	2.347708e-03	1.202695e-03	1.145013e-03	8.947802e-04	9.296841e-04	-3.490395e-05	4.822940e-04	2.884132e-05	-5.478150e-05	-6.434945e-05	-8.695623e-05	2.260678e-05
485           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485085e-05	-6.428352e-05	-8.699261e-05	2.270909e-05
486           	2.347708e-03	1.202695e-03	1.145013e-03	8.947801e-04	9.296841e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478151e-05	-6.434943e-05	-8.695623e-05	2.260679e-05
487           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485085e-05	-6.428353e-05	-8.699261e-05	2.270908e-05
488           	2.347708e-03	1.202695e-03	1.145013e-03	8.947801e-04	9.296840e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478151e-05	-6.434943e-05	-8.695622e-05	2.260679e-05
489           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485084e-05	-6.428355e-05	-8.699261e-05	2.270906e-05
490           	2.347708e-03	1.202695e-03	1.145013e-03	8.947801e-04	9.296841e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478152e-05	-6.434941e-05	-8.695623e-05	2.260681e-05
491           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485084e-05	-6.428355e-05	-8.699261e-05	2.270906e-05
492           	2.347708e-03	1.202695e-03	1.145013e-03	8.947800e-04	9.296840e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478152e-05	-6.434941e-05	-8.695622e-05	2.260681e-05
493           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485083e-05	-6.428356e-05	-8.699261e-05	2.270905e-05
494           	2.347708e-03	1.202695e-03	1.145013e-03	8.947801e-04	9.296840e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478152e-05	-6.434940e-05	-8.695622e-05	2.260682e-05
495           	2.348231e-03	1.203027e-03	1.145204e-03	8.957079e-04	9.306253e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485083e-05	-6.428357e-05	-8.699261e-05	2.270904e-05
496           	2.347708e-03	1.202695e-03	1.145013e-03	8.947800e-04	9.296840e-04	-3.490395e-05	4.822940e-04	2.884131e-05	-5.478153e-05	-6.434939e-05	-8.695622e-05	2.260683e-05
497           	2.348231e-03	1.203027e-03	1.145204e-03	8.957078e-04	9.306252e-04	-3.491740e-05	4.827713e-04	2.891191e-05	-5.485082e-05	-6.428358e-05	-8.699261e-05	2.270904e-05
498           	2.347708e-03	1.202695e-03	1.145013e-03	8.947800e-04	9.296839e-04	-3.490395e-05	4.822939e-04	2.884131e-05	-5.478153e-05	-6.434938e-05	-8.695622e-05	2.260684e-05
499           	2.348231e-03	1.203027e-03	1.145204e-03	8.957079e-04	9.306253e-04	-3.491741e-05	4.827714e-04	2.891191e-05	-5.485082e-05	-6.428359e-05	-8.699261e-05	2.270902e-05
500           	2.347708e-03	1.202695e-03	1.145013e-03	8.947800e-04	9.296839e-04	-3.490395e-05	4.822939e-04	2.884131e-05	-5.478154e-05	-6.434937e-05	-8.695622e-05	2.260685e-05
